Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
Atelier Moessmer Norbert Niederkofler,"via Walther Von der Vogelweide 17, Brunico, 39031, Italia","Brunico, Italia",€€€€,"Creativa, Alpina",11.949283,46.7927709,+390474646629,https://guide.michelin.com/en/trentino-alto-adige/brunico/restaurant/atelier-moessmer-norbert-niederkofler,https://ateliernorbertniederkofler.com/moessmer/,3 Stelle,1,"Parcheggio,Cena al bancone,Giardino o parco,Interessante carta dei vini","Situato in un vasto parco storico vicino al centro di Brunico, questo ristorante occupa una villa che un tempo faceva parte della fabbrica tessile Moessmer - per illustrare il fatto, un interessante libro di tessuti risalente all'inizio del XX secolo è esposto su un grande tavolo centrale nella sala da pranzo. Qui, la filosofia dello chef “Cook the Mountain” (Cucina la Montagna) occupa un posto d'onore con un focus su prodotti di alta qualità provenienti dalle montagne circostanti, e un approccio stagionale che assicura che sapori e ingredienti siano sempre al meglio. La cena inizia con deliziosi stuzzichini serviti nella piccola lounge, magari accompagnati da un aperitivo. Dopo aver gustato questo delizioso preludio, ci si sposta nella sala da pranzo o al bancone con sgabelli di fronte alla cucina. Ovunque tu scelga di sederti, continui con l'unico menu degustazione dello chef - una serie di piatti superbi che confermano questo chef della valle dell'Ahrntal come uno dei maestri della cucina italiana contemporanea."
Agli Amici,"via Liguria 252, Godia, 33100, Italia","Godia, Italia",€€€€,"Contadina, Moderna",13.2661162,46.1021988,+390432565411,https://guide.michelin.com/en/friuli-venezia-giulia/godia/restaurant/agli-amici,https://www.agliamici.it/,2 Stelle,0,"Aria condizionata,Interessante carta dei vini,Ristorante con menu vegetariani,Terrazza","Offrendo una cucina d'autore, Agli Amici è uno dei ristoranti leader in Friuli-Venezia Giulia, una regione di confine con diverse influenze culturali che è ricca di ingredienti di alta qualità. Molti di questi sono esposti nei due menu degustazione (uno dei quali è vegetariano), da cui gli ospiti possono anche scegliere piatti individuali à la carte. Lo chef-proprietario Emanuele Scarello sfrutta appieno la gamma di ingredienti provenienti dai pascoli, dalle montagne e dagli orti della regione, che trasforma in opere d'arte culinaria. Il suo uso interessante delle patate di Godia comporta una reinterpretazione moderna di un piatto locale a base di burro e salvia usando radici, mela e rape fermentate. In sala, Michela è responsabile di un team di staff giovane, affiatato e professionale."
La Rei Natura by Michelangelo Mammoliti,"via Roddino 21, Serralunga d'Alba, 12050, Italia","Serralunga d'Alba, Italia",€€€€,"Creativa, Contemporanea",8.0002065,44.5942745,+390173613042,https://guide.michelin.com/en/piemonte/serralunga-d-alba/restaurant/la-rei-natura-by-michelangelo-mammoliti,https://www.ilboscaretoresort.it/ristorante/,2 Stelle,0,"Aria condizionata,Parcheggio,Giardino o parco,Interessante carta dei vini,Ristorante con menu vegetariani,Terrazza,Accesso per sedie a rotelle","In questo ristorante, il giovane ma già esperto chef piemontese (che ha anche origini calabresi) offre tre menu degustazione. I piatti sono disponibili anche in stile à la carte su due di questi - “Emozioni” (che presenta piatti creativi ispirati ai ricordi e ai sapori dell'infanzia) e “Voyage” (ingredienti, ricette e influenze dall'esperienza dello chef che lavora in tutto il mondo, incluso un delizioso dessert al mango e cocco). Il terzo, Mad100% Natura, è un menu degustazione 'alla cieca' in cui lo chef dimostra il suo amore e la sua passione per i suoi ingredienti con vera creatività. La maggior parte delle sue verdure proviene da orti e serre biodinamiche locali. Durante la nostra ultima visita, abbiamo particolarmente apprezzato le zucchine 'alla beccafico', gli spaghetti al pomodoro in onore di Nonna Tita, e la pizza di verdure servita come dessert. L'alta qualità della cucina è eguagliata dall'impressionante selezione di vini."
Caino,"via della Chiesa 4, Montemerano, 58014, Italia","Montemerano, Italia",€€€€,"Toscana, Contemporanea",11.4906283,42.6220221,+390564602817,https://guide.michelin.com/en/toscana/montemerano/restaurant/caino,https://www.dacaino.com/,2 Stelle,0,"Aria condizionata,Interessante carta dei vini","Situato nel centro di un affascinante villaggio toscano, Caino è l'epicentro della cucina della Maremma, dove Valeria Piccini ne è la più orgogliosa ambasciatrice. Questa abile chef si procura i migliori ingredienti dalla regione e poi estrae da essi ogni goccia di sapore, come dimostrato dai ravioli di cacio in crema di barbabietola e dalla pasta pici 'alla amatriciana'. Se sei un fan di pesce e frutti di mare, prova lo stufato che è fatto usando pesce delicatamente aromatizzato e una salsa cremosa, e servito con verdure di stagione sbollentate e il tradizionale crostino toscano. In sala, Valeria è abilmente assistita dal figlio Andrea, che supervisiona la cantina ben fornita che presenta una selezione di diverse annate di Brunello e Barolo, così come etichette toscane in stile Bordeaux, tutte a prezzi eccellenti. E se sei in compagnia, assicurati di condividere un buon Vin Santo Occhio di Pernice del 1988 o 1989. In estate, il bistro-style Il Giardino di Caino apre sulla terrazza, servendo piatti più semplici ispirati alle vecchie tradizioni di famiglia."
Seta by Antonio Guida,"via Andegari 9, Milano, 20121, Italia","Milano, Italia",€€€€,"Internazionale, Contemporanea",9.1910082,45.4694121,+390287318897,https://guide.michelin.com/en/lombardia/milano/restaurant/seta-by-antonio-guida,https://www.mandarinoriental.com/it/milan/la-scala/dine/seta,2 Stelle,0,"Aria condizionata,Interessante carta dei vini,Terrazza,Accesso per sedie a rotelle","Situato all'interno dell'hotel Mandarin Oriental, una scelta popolare per i viaggiatori internazionali, questo ristorante serve una cucina che riflette i sapori cosmopoliti di Milano. Sono disponibili tre menu degustazione: il primo mette in mostra le specialità classiche dello chef Antonio Guida, il secondo ha un focus stagionale e il terzo sceglie un ingrediente particolare come tema. In primavera, diverse specie di pesci grassi occupano un posto d'onore, inclusi acciughe, spatola e bonito serviti con buccini, rognoni e samphire, tutti veramente deliziosi! L'ampia selezione di vini presenta una scelta di vini al bicchiere così come alcune eccellenti opzioni magnum, incluse alcune annate pregiate."
La Madia,"corso Filippo Re Capriata 22, Licata, 92027, Italia","Licata, Italia",€€€€,"Creativa, Siciliana",13.9338055,37.1070131,+390922771443,https://guide.michelin.com/en/sicilia/licata/restaurant/la-madia,https://www.ristorantelamadia.it/,2 Stelle,0,"Aria condizionata,Accesso per sedie a rotelle","Parcheggia in una delle strade vicino a questo ristorante e preparati per un delizioso viaggio attraverso la Sicilia e le sue tradizioni culinarie! Lo chef Pino Cuttaia, che è dimostrabilmente innamorato della sua isola natale, mette in evidenza i suoi ingredienti in modo semplice e senza fronzoli. Usa tecniche contemporanee, come nel piatto di mozzarella e pomodoro estremamente leggero servito all'inizio del pasto, così come metodi più tradizionali evidenti nel maialino nero dei Nebrodi servito con un sugo a base di pomodoro “della Domenica”. Le due piccole sale da pranzo con un tocco moderno e minimalista offrono un ambiente attraente per questa piacevole esperienza culinaria. Gli appassionati di vino apprezzeranno l'interessante selezione di etichette (incluse le bottiglie grandi popolari tra gli intenditori). Raccomandiamo il Baglio Cristo di Campobello Adènzia 2019, un vino rosso con note terrose e deliziosa finezza."
Campo del Drago,"Località Castiglion del Bosco, Montalcino, 53024, Italia","Montalcino, Italia",€€€€,"Contemporanea, Toscana",11.422479,43.08386,+3905771913001,https://guide.michelin.com/en/toscana/montalcino/restaurant/campo-del-drago,https://www.rosewoodhotels.com/it/castiglion-del-bosco/dining/ristorante-campo-del-drago,2 Stelle,0,"Aria condizionata,Parcheggio,Giardino o parco,Vista magnifica,Interessante carta dei vini,Terrazza,Accesso per sedie a rotelle","È necessaria una certa dose di pazienza per arrivare a questo ristorante a cui si accede tramite una strada sterrata polverosa ma attraente che si snoda attraverso i tipici paesaggi toscani. All'arrivo, troverai un incantevole borgo di origine medievale con una torre e una vecchia chiesa affrescata, dove il Rosewood Castiglion del Bosco (premiato con 3 chiavi Michelin) offre un servizio eccellente, splendide camere e uno dei migliori ristoranti della regione. Qui, lo chef Matteo Temperini serve alcuni dei piatti più interessanti e creativi della Toscana, molti dei quali sono preparati usando verdure dall'orto dell'hotel, tutti presentati in tre menu degustazione e un menu à la carte da cui devono essere scelte un minimo di tre portate. I piatti sono serviti in una sala da pranzo elegante e in stile contemporaneo con una terrazza panoramica, mentre la carta dei vini presenta oltre 700 etichette con un focus sulla regione - molti Brunello, più un particolarmente degno di nota Sasso al Sole 2016, disponibile anche al bicchiere."
Castel fine dining,"vicolo dei Castagni 18, Tirol, 39019, Italia","Tirol, Italia",€€€€,"Creativa, Internazionale",11.1568653,46.6862223,+390473923693,https://guide.michelin.com/en/trentino-alto-adige/tirolo/restaurant/castel-fine-dining,https://www.castel-fine-dining.com,2 Stelle,0,"Aria condizionata,Giardino o parco,Vista magnifica,Interessante carta dei vini,Accesso per sedie a rotelle","Viste a 180° sulla Val Venosta forniscono l'ambientazione teatrale per la cucina precisa e tecnica dello chef Gerhard Wieser in questo ristorante, dove il menu degustazione cambia con le stagioni e si concentra sulla regione, con l'eccezione di alcuni ingredienti come gli scampi siciliani che offrono un'alternativa squisita ai piatti di carne offerti qui. I punti salienti includono i ravioli di maialino da latte locale e biologico serviti con schiuma di parmigiano e tre tipi di pepe (Szechuan, Altoatesino e Indiano) che aggiungono un sapore originale al piatto. La talentuosa sommelier Ivana è a disposizione per aiutare con le scelte di vino, prestando molta attenzione alle preferenze individuali degli ospiti, mentre il merito va anche a Florian e al suo staff per il loro eccellente servizio."
Villa Feltrinelli,"via Rimembranza 38/40, Gargnano, 25084, Italia","Gargnano, Italia",€€€€,"Creativa, Contemporanea",10.669477,45.693253,+390365798000,https://guide.michelin.com/en/lombardia/gargnano/restaurant/villa-feltrinelli,https://www.ristorantevillafeltrinelli.com/it/,2 Stelle,0,"Aria condizionata,Parcheggio,Giardino o parco,Terrazza","Villa Feltrinelli era la casa per le vacanze sul lago della famiglia milanese con lo stesso nome, che ha scelto questa splendida location sul Lago di Garda per il suo scenario di aspre montagne e la sua atmosfera rilassante. Oggi, oltre un secolo dopo, questa splendida location ospita un hotel e ristorante di lusso. Sorseggia un aperitivo in riva al lago, poi spostati sulla splendida terrazza o nell'elegante sala da pranzo per gustare il menu degustazione a sorpresa di Stefano Baiocco che presenta pesce d'acqua dolce, frutti di mare e i migliori tagli di carne italiana, tutti preparati in modo esperto e abilmente aromatizzati con diverse erbe aromatiche. In breve, questo ristorante ha tutto - un fascino senza tempo, un'architettura sorprendente e una bellezza mozzafiato."
Il Pagliaccio,"via dei Banchi Vecchi 129/a, Rome, 00186, Italia","Roma, Italia",€€€€,"Creativa, Innovativa",12.4673729,41.89793,+390668809595,https://guide.michelin.com/en/lazio/roma/restaurant/il-pagliaccio,https://www.ristoranteilpagliaccio.com/,2 Stelle,0,"Aria condizionata,Interessante carta dei vini,Ristorante con menu vegetariani","Dalla sua posizione nel cuore di Roma, questo ristorante porta gli ospiti in un viaggio culinario in tutto il mondo, con un focus sull'Asia e in particolare sul Giappone. Anthony Genovese fonde le influenze delle sue esperienze e viaggi con un effetto sorprendente su due menu degustazione - uno dedicato a ricette che sono diventate i suoi piatti d'autore nel corso degli anni, l'altro con nuove creazioni, il tutto servito in un ambiente tranquillo ed elegante dove l'eccellente servizio è all'ordine del giorno. Quando il ristorante è aperto a pranzo (il sabato), c'è anche un menu degustazione più breve, mentre se vuoi un'esperienza più lunga e privata, puoi prenotare il menu Parallels servito in una piccola sala per un massimo di sei ospiti."
